sample_id,source,Q_pct,q_cpu60,q_cpu61,q_cpu62,q_cpu63,q_cpu64,q_cpu65,q_cpu66,q_cpu67,load_vector
4493,lhs,90,90,60,40,20,50,0,40,100,"60:90,61:60,62:40,63:20,64:50,65:0,66:40,67:100"
4494,lhs,90,90,60,70,70,80,10,60,30,"60:90,61:60,62:70,63:70,64:80,65:10,66:60,67:30"
4495,lhs,90,90,70,10,100,20,20,10,60,"60:90,61:70,62:10,63:100,64:20,65:20,66:10,67:60"
4496,lhs,90,90,70,20,60,10,50,80,80,"60:90,61:70,62:20,63:60,64:10,65:50,66:80,67:80"
4497,lhs,90,90,70,50,100,80,90,30,50,"60:90,61:70,62:50,63:100,64:80,65:90,66:30,67:50"
4498,lhs,90,90,70,80,30,80,10,30,20,"60:90,61:70,62:80,63:30,64:80,65:10,66:30,67:20"
4499,lhs,90,90,80,0,30,40,70,60,90,"60:90,61:80,62:0,63:30,64:40,65:70,66:60,67:90"
4500,lhs,90,90,80,10,80,10,80,60,10,"60:90,61:80,62:10,63:80,64:10,65:80,66:60,67:10"
4501,lhs,90,90,80,60,60,90,70,90,0,"60:90,61:80,62:60,63:60,64:90,65:70,66:90,67:0"
4502,lhs,90,90,80,70,0,100,80,90,30,"60:90,61:80,62:70,63:0,64:100,65:80,66:90,67:30"
4503,lhs,90,90,90,70,40,60,100,40,40,"60:90,61:90,62:70,63:40,64:60,65:100,66:40,67:40"
4504,lhs,90,90,100,50,80,20,20,80,90,"60:90,61:100,62:50,63:80,64:20,65:20,66:80,67:90"
4505,lhs,90,90,100,70,40,10,90,30,80,"60:90,61:100,62:70,63:40,64:10,65:90,66:30,67:80"
4506,lhs,90,90,100,80,40,70,10,80,30,"60:90,61:100,62:80,63:40,64:70,65:10,66:80,67:30"
4507,lhs,90,100,0,30,90,40,100,50,70,"60:100,61:0,62:30,63:90,64:40,65:100,66:50,67:70"
4508,lhs,90,100,0,40,30,90,100,40,80,"60:100,61:0,62:40,63:30,64:90,65:100,66:40,67:80"
4509,lhs,90,100,0,50,20,50,90,10,20,"60:100,61:0,62:50,63:20,64:50,65:90,66:10,67:20"
4510,lhs,90,100,0,80,50,60,20,0,50,"60:100,61:0,62:80,63:50,64:60,65:20,66:0,67:50"
4511,lhs,90,100,0,90,30,80,0,30,90,"60:100,61:0,62:90,63:30,64:80,65:0,66:30,67:90"
4512,lhs,90,100,0,90,40,50,70,70,70,"60:100,61:0,62:90,63:40,64:50,65:70,66:70,67:70"
4513,lhs,90,100,10,30,70,100,90,100,50,"60:100,61:10,62:30,63:70,64:100,65:90,66:100,67:50"
4514,lhs,90,100,20,90,20,0,10,80,0,"60:100,61:20,62:90,63:20,64:0,65:10,66:80,67:0"
4515,lhs,90,100,20,90,80,40,40,0,90,"60:100,61:20,62:90,63:80,64:40,65:40,66:0,67:90"
4516,lhs,90,100,30,0,90,40,50,0,30,"60:100,61:30,62:0,63:90,64:40,65:50,66:0,67:30"
4517,lhs,90,100,30,80,80,10,100,50,90,"60:100,61:30,62:80,63:80,64:10,65:100,66:50,67:90"
4518,lhs,90,100,30,100,20,90,50,70,30,"60:100,61:30,62:100,63:20,64:90,65:50,66:70,67:30"
4519,lhs,90,100,40,0,20,40,60,90,20,"60:100,61:40,62:0,63:20,64:40,65:60,66:90,67:20"
4520,lhs,90,100,40,20,90,60,50,80,90,"60:100,61:40,62:20,63:90,64:60,65:50,66:80,67:90"
4521,lhs,90,100,40,50,50,10,80,60,40,"60:100,61:40,62:50,63:50,64:10,65:80,66:60,67:40"
4522,lhs,90,100,40,60,90,80,60,90,70,"60:100,61:40,62:60,63:90,64:80,65:60,66:90,67:70"
4523,lhs,90,100,40,80,100,20,60,20,0,"60:100,61:40,62:80,63:100,64:20,65:60,66:20,67:0"
4524,lhs,90,100,50,0,70,70,20,60,60,"60:100,61:50,62:0,63:70,64:70,65:20,66:60,67:60"
4525,lhs,90,100,50,20,80,40,40,20,60,"60:100,61:50,62:20,63:80,64:40,65:40,66:20,67:60"
4526,lhs,90,100,50,30,10,80,70,30,70,"60:100,61:50,62:30,63:10,64:80,65:70,66:30,67:70"
4527,lhs,90,100,50,30,50,70,70,70,0,"60:100,61:50,62:30,63:50,64:70,65:70,66:70,67:0"
4528,lhs,90,100,50,50,30,30,70,80,30,"60:100,61:50,62:50,63:30,64:30,65:70,66:80,67:30"
4529,lhs,90,100,50,60,0,60,70,20,10,"60:100,61:50,62:60,63:0,64:60,65:70,66:20,67:10"
4530,lhs,90,100,50,70,20,100,50,70,0,"60:100,61:50,62:70,63:20,64:100,65:50,66:70,67:0"
4531,lhs,90,100,50,80,100,40,0,50,20,"60:100,61:50,62:80,63:100,64:40,65:0,66:50,67:20"
4532,lhs,90,100,60,20,50,100,60,60,20,"60:100,61:60,62:20,63:50,64:100,65:60,66:60,67:20"
4533,lhs,90,100,60,60,100,70,90,30,20,"60:100,61:60,62:60,63:100,64:70,65:90,66:30,67:20"
4534,lhs,90,100,70,20,40,50,80,90,30,"60:100,61:70,62:20,63:40,64:50,65:80,66:90,67:30"
4535,lhs,90,100,90,0,80,60,70,100,30,"60:100,61:90,62:0,63:80,64:60,65:70,66:100,67:30"
4536,lhs,90,100,90,30,100,70,40,70,80,"60:100,61:90,62:30,63:100,64:70,65:40,66:70,67:80"
4537,lhs,90,100,90,60,80,60,20,70,60,"60:100,61:90,62:60,63:80,64:60,65:20,66:70,67:60"
4538,lhs,90,100,90,90,10,50,90,50,0,"60:100,61:90,62:90,63:10,64:50,65:90,66:50,67:0"
4539,lhs,90,100,100,10,90,90,60,10,10,"60:100,61:100,62:10,63:90,64:90,65:60,66:10,67:10"
4540,lhs,90,100,100,10,100,60,30,0,40,"60:100,61:100,62:10,63:100,64:60,65:30,66:0,67:40"
4541,lhs,90,100,100,30,100,20,70,10,100,"60:100,61:100,62:30,63:100,64:20,65:70,66:10,67:100"
4542,lhs,90,100,100,40,90,100,50,50,100,"60:100,61:100,62:40,63:90,64:100,65:50,66:50,67:100"
4543,lhs,90,100,100,50,100,10,70,100,50,"60:100,61:100,62:50,63:100,64:10,65:70,66:100,67:50"
4544,lhs,90,100,100,60,90,20,20,90,0,"60:100,61:100,62:60,63:90,64:20,65:20,66:90,67:0"
4545,lhs,90,100,100,90,80,60,80,10,80,"60:100,61:100,62:90,63:80,64:60,65:80,66:10,67:80"
4546,lhs,100,0,0,10,90,90,80,100,60,"60:0,61:0,62:10,63:90,64:90,65:80,66:100,67:60"
4547,lhs,100,0,0,60,100,50,90,0,100,"60:0,61:0,62:60,63:100,64:50,65:90,66:0,67:100"
4548,lhs,100,0,0,80,80,70,0,10,30,"60:0,61:0,62:80,63:80,64:70,65:0,66:10,67:30"
4549,lhs,100,0,10,0,0,50,70,30,90,"60:0,61:10,62:0,63:0,64:50,65:70,66:30,67:90"
4550,lhs,100,0,10,0,60,70,40,40,50,"60:0,61:10,62:0,63:60,64:70,65:40,66:40,67:50"
4551,lhs,100,0,10,30,90,70,50,0,100,"60:0,61:10,62:30,63:90,64:70,65:50,66:0,67:100"
4552,lhs,100,0,10,60,60,80,70,50,20,"60:0,61:10,62:60,63:60,64:80,65:70,66:50,67:20"
4553,lhs,100,0,10,80,80,100,50,20,10,"60:0,61:10,62:80,63:80,64:100,65:50,66:20,67:10"
4554,lhs,100,0,20,0,10,90,70,50,0,"60:0,61:20,62:0,63:10,64:90,65:70,66:50,67:0"
4555,lhs,100,0,20,40,10,10,100,30,0,"60:0,61:20,62:40,63:10,64:10,65:100,66:30,67:0"
4556,lhs,100,0,20,60,100,0,70,90,50,"60:0,61:20,62:60,63:100,64:0,65:70,66:90,67:50"
4557,lhs,100,0,20,100,100,60,40,100,60,"60:0,61:20,62:100,63:100,64:60,65:40,66:100,67:60"
4558,lhs,100,0,30,0,10,0,70,30,30,"60:0,61:30,62:0,63:10,64:0,65:70,66:30,67:30"
4559,lhs,100,0,30,50,0,0,10,60,60,"60:0,61:30,62:50,63:0,64:0,65:10,66:60,67:60"
4560,lhs,100,0,30,50,60,80,90,80,20,"60:0,61:30,62:50,63:60,64:80,65:90,66:80,67:20"
4561,lhs,100,0,40,20,40,10,30,10,0,"60:0,61:40,62:20,63:40,64:10,65:30,66:10,67:0"
4562,lhs,100,0,40,30,0,30,60,50,50,"60:0,61:40,62:30,63:0,64:30,65:60,66:50,67:50"
4563,lhs,100,0,40,40,0,70,100,100,100,"60:0,61:40,62:40,63:0,64:70,65:100,66:100,67:100"
4564,lhs,100,0,40,70,0,30,50,40,60,"60:0,61:40,62:70,63:0,64:30,65:50,66:40,67:60"
4565,lhs,100,0,60,60,0,40,70,50,100,"60:0,61:60,62:60,63:0,64:40,65:70,66:50,67:100"
4566,lhs,100,0,60,70,50,80,80,50,60,"60:0,61:60,62:70,63:50,64:80,65:80,66:50,67:60"
4567,lhs,100,0,70,0,100,40,0,0,10,"60:0,61:70,62:0,63:100,64:40,65:0,66:0,67:10"
4568,lhs,100,0,70,50,40,50,10,60,90,"60:0,61:70,62:50,63:40,64:50,65:10,66:60,67:90"
4569,lhs,100,0,70,60,70,20,0,100,100,"60:0,61:70,62:60,63:70,64:20,65:0,66:100,67:100"
4570,lhs,100,0,70,100,70,40,10,70,70,"60:0,61:70,62:100,63:70,64:40,65:10,66:70,67:70"
4571,lhs,100,0,80,50,40,0,80,100,60,"60:0,61:80,62:50,63:40,64:0,65:80,66:100,67:60"
4572,lhs,100,0,80,60,50,20,0,40,40,"60:0,61:80,62:60,63:50,64:20,65:0,66:40,67:40"
4573,lhs,100,0,80,60,60,30,90,70,90,"60:0,61:80,62:60,63:60,64:30,65:90,66:70,67:90"
4574,lhs,100,0,80,80,60,0,30,80,10,"60:0,61:80,62:80,63:60,64:0,65:30,66:80,67:10"
4575,lhs,100,0,90,50,40,50,100,90,10,"60:0,61:90,62:50,63:40,64:50,65:100,66:90,67:10"
4576,lhs,100,0,90,60,100,10,50,60,90,"60:0,61:90,62:60,63:100,64:10,65:50,66:60,67:90"
4577,lhs,100,0,100,10,80,90,60,100,0,"60:0,61:100,62:10,63:80,64:90,65:60,66:100,67:0"
4578,lhs,100,0,100,20,40,80,40,100,50,"60:0,61:100,62:20,63:40,64:80,65:40,66:100,67:50"
4579,lhs,100,0,100,70,100,10,10,50,0,"60:0,61:100,62:70,63:100,64:10,65:10,66:50,67:0"
4580,lhs,100,0,100,90,30,100,30,10,90,"60:0,61:100,62:90,63:30,64:100,65:30,66:10,67:90"
4581,lhs,100,10,0,50,50,100,0,30,20,"60:10,61:0,62:50,63:50,64:100,65:0,66:30,67:20"
4582,lhs,100,10,0,80,100,40,10,90,60,"60:10,61:0,62:80,63:100,64:40,65:10,66:90,67:60"
4583,lhs,100,10,10,0,20,90,100,60,80,"60:10,61:10,62:0,63:20,64:90,65:100,66:60,67:80"
4584,lhs,100,10,10,0,90,80,0,0,20,"60:10,61:10,62:0,63:90,64:80,65:0,66:0,67:20"
4585,lhs,100,10,10,30,70,30,10,70,30,"60:10,61:10,62:30,63:70,64:30,65:10,66:70,67:30"
4586,lhs,100,10,10,30,80,10,30,10,40,"60:10,61:10,62:30,63:80,64:10,65:30,66:10,67:40"
4587,lhs,100,10,10,60,100,40,60,80,80,"60:10,61:10,62:60,63:100,64:40,65:60,66:80,67:80"
4588,lhs,100,10,20,40,40,0,30,70,10,"60:10,61:20,62:40,63:40,64:0,65:30,66:70,67:10"
4589,lhs,100,10,20,70,20,20,50,20,100,"60:10,61:20,62:70,63:20,64:20,65:50,66:20,67:100"
4590,lhs,100,10,30,10,0,70,10,30,40,"60:10,61:30,62:10,63:0,64:70,65:10,66:30,67:40"
4591,lhs,100,10,30,10,70,70,30,100,40,"60:10,61:30,62:10,63:70,64:70,65:30,66:100,67:40"
4592,lhs,100,10,40,40,100,80,70,90,20,"60:10,61:40,62:40,63:100,64:80,65:70,66:90,67:20"
4593,lhs,100,10,40,60,50,50,50,100,20,"60:10,61:40,62:60,63:50,64:50,65:50,66:100,67:20"
4594,lhs,100,10,50,30,10,50,90,50,0,"60:10,61:50,62:30,63:10,64:50,65:90,66:50,67:0"
4595,lhs,100,10,50,90,80,30,100,40,50,"60:10,61:50,62:90,63:80,64:30,65:100,66:40,67:50"
4596,lhs,100,10,50,100,10,100,60,60,80,"60:10,61:50,62:100,63:10,64:100,65:60,66:60,67:80"
4597,lhs,100,10,60,20,0,20,40,70,100,"60:10,61:60,62:20,63:0,64:20,65:40,66:70,67:100"
4598,lhs,100,10,60,20,80,50,20,70,30,"60:10,61:60,62:20,63:80,64:50,65:20,66:70,67:30"
4599,lhs,100,10,60,30,40,50,90,20,20,"60:10,61:60,62:30,63:40,64:50,65:90,66:20,67:20"
4600,lhs,100,10,70,0,20,60,50,80,60,"60:10,61:70,62:0,63:20,64:60,65:50,66:80,67:60"
4601,lhs,100,10,70,40,20,20,100,20,10,"60:10,61:70,62:40,63:20,64:20,65:100,66:20,67:10"
4602,lhs,100,10,70,50,80,70,100,70,70,"60:10,61:70,62:50,63:80,64:70,65:100,66:70,67:70"
4603,lhs,100,10,70,60,80,70,0,50,60,"60:10,61:70,62:60,63:80,64:70,65:0,66:50,67:60"
4604,lhs,100,10,70,90,60,30,60,80,30,"60:10,61:70,62:90,63:60,64:30,65:60,66:80,67:30"
4605,lhs,100,10,80,0,20,100,50,100,70,"60:10,61:80,62:0,63:20,64:100,65:50,66:100,67:70"
4606,lhs,100,10,80,20,70,40,100,10,100,"60:10,61:80,62:20,63:70,64:40,65:100,66:10,67:100"
4607,lhs,100,10,80,40,100,40,90,30,50,"60:10,61:80,62:40,63:100,64:40,65:90,66:30,67:50"
4608,lhs,100,10,80,50,90,60,40,50,60,"60:10,61:80,62:50,63:90,64:60,65:40,66:50,67:60"
4609,lhs,100,10,80,90,60,80,80,0,20,"60:10,61:80,62:90,63:60,64:80,65:80,66:0,67:20"
4610,lhs,100,10,80,100,0,30,90,0,20,"60:10,61:80,62:100,63:0,64:30,65:90,66:0,67:20"
4611,lhs,100,10,90,0,20,20,10,50,20,"60:10,61:90,62:0,63:20,64:20,65:10,66:50,67:20"
4612,lhs,100,10,90,0,60,70,30,90,60,"60:10,61:90,62:0,63:60,64:70,65:30,66:90,67:60"
4613,lhs,100,10,90,40,20,40,0,90,30,"60:10,61:90,62:40,63:20,64:40,65:0,66:90,67:30"
4614,lhs,100,10,90,60,10,90,20,10,70,"60:10,61:90,62:60,63:10,64:90,65:20,66:10,67:70"
4615,lhs,100,10,90,80,40,40,100,90,70,"60:10,61:90,62:80,63:40,64:40,65:100,66:90,67:70"
4616,lhs,100,10,100,20,70,60,100,60,0,"60:10,61:100,62:20,63:70,64:60,65:100,66:60,67:0"
4617,lhs,100,10,100,20,100,30,20,10,0,"60:10,61:100,62:20,63:100,64:30,65:20,66:10,67:0"
4618,lhs,100,10,100,60,0,50,80,20,50,"60:10,61:100,62:60,63:0,64:50,65:80,66:20,67:50"
4619,lhs,100,10,100,80,10,0,80,70,70,"60:10,61:100,62:80,63:10,64:0,65:80,66:70,67:70"
4620,lhs,100,10,100,80,100,10,60,100,40,"60:10,61:100,62:80,63:100,64:10,65:60,66:100,67:40"
4621,lhs,100,20,0,30,50,10,90,100,40,"60:20,61:0,62:30,63:50,64:10,65:90,66:100,67:40"
4622,lhs,100,20,0,30,80,60,90,40,80,"60:20,61:0,62:30,63:80,64:60,65:90,66:40,67:80"
4623,lhs,100,20,0,50,20,70,50,70,10,"60:20,61:0,62:50,63:20,64:70,65:50,66:70,67:10"
4624,lhs,100,20,0,60,80,0,10,0,80,"60:20,61:0,62:60,63:80,64:0,65:10,66:0,67:80"
4625,lhs,100,20,10,40,20,0,70,90,40,"60:20,61:10,62:40,63:20,64:0,65:70,66:90,67:40"
4626,lhs,100,20,10,50,0,60,70,0,10,"60:20,61:10,62:50,63:0,64:60,65:70,66:0,67:10"
4627,lhs,100,20,10,50,10,0,60,80,40,"60:20,61:10,62:50,63:10,64:0,65:60,66:80,67:40"
4628,lhs,100,20,10,60,30,10,0,20,0,"60:20,61:10,62:60,63:30,64:10,65:0,66:20,67:0"
4629,lhs,100,20,10,70,80,0,50,90,50,"60:20,61:10,62:70,63:80,64:0,65:50,66:90,67:50"
4630,lhs,100,20,10,80,30,70,30,80,30,"60:20,61:10,62:80,63:30,64:70,65:30,66:80,67:30"
4631,lhs,100,20,10,90,0,40,50,40,30,"60:20,61:10,62:90,63:0,64:40,65:50,66:40,67:30"
4632,lhs,100,20,20,50,90,90,0,0,80,"60:20,61:20,62:50,63:90,64:90,65:0,66:0,67:80"
4633,lhs,100,20,20,100,60,50,30,50,60,"60:20,61:20,62:100,63:60,64:50,65:30,66:50,67:60"
4634,lhs,100,20,30,50,100,10,10,90,20,"60:20,61:30,62:50,63:100,64:10,65:10,66:90,67:20"
4635,lhs,100,20,30,50,100,10,10,100,10,"60:20,61:30,62:50,63:100,64:10,65:10,66:100,67:10"
4636,lhs,100,20,40,10,20,50,0,90,100,"60:20,61:40,62:10,63:20,64:50,65:0,66:90,67:100"
4637,lhs,100,20,40,10,80,20,0,60,100,"60:20,61:40,62:10,63:80,64:20,65:0,66:60,67:100"
4638,lhs,100,20,40,100,80,70,60,60,10,"60:20,61:40,62:100,63:80,64:70,65:60,66:60,67:10"
4639,lhs,100,20,50,80,90,20,80,30,90,"60:20,61:50,62:80,63:90,64:20,65:80,66:30,67:90"
4640,lhs,100,20,60,0,20,100,60,100,0,"60:20,61:60,62:0,63:20,64:100,65:60,66:100,67:0"
4641,lhs,100,20,60,0,80,80,60,20,20,"60:20,61:60,62:0,63:80,64:80,65:60,66:20,67:20"
4642,lhs,100,20,60,20,20,20,40,30,60,"60:20,61:60,62:20,63:20,64:20,65:40,66:30,67:60"
4643,lhs,100,20,60,40,0,80,40,30,40,"60:20,61:60,62:40,63:0,64:80,65:40,66:30,67:40"
4644,lhs,100,20,60,40,20,40,20,10,50,"60:20,61:60,62:40,63:20,64:40,65:20,66:10,67:50"
4645,lhs,100,20,60,40,20,40,80,70,40,"60:20,61:60,62:40,63:20,64:40,65:80,66:70,67:40"
4646,lhs,100,20,60,60,60,70,30,50,40,"60:20,61:60,62:60,63:60,64:70,65:30,66:50,67:40"
4647,lhs,100,20,60,100,30,100,70,40,40,"60:20,61:60,62:100,63:30,64:100,65:70,66:40,67:40"
4648,lhs,100,20,60,100,40,0,80,70,30,"60:20,61:60,62:100,63:40,64:0,65:80,66:70,67:30"
4649,lhs,100,20,70,10,100,20,30,30,20,"60:20,61:70,62:10,63:100,64:20,65:30,66:30,67:20"
4650,lhs,100,20,70,80,20,80,60,60,90,"60:20,61:70,62:80,63:20,64:80,65:60,66:60,67:90"
4651,lhs,100,20,70,90,40,50,90,20,50,"60:20,61:70,62:90,63:40,64:50,65:90,66:20,67:50"
4652,lhs,100,20,80,0,50,10,80,10,80,"60:20,61:80,62:0,63:50,64:10,65:80,66:10,67:80"
4653,lhs,100,20,80,10,20,60,10,60,30,"60:20,61:80,62:10,63:20,64:60,65:10,66:60,67:30"
4654,lhs,100,20,80,40,30,80,90,70,70,"60:20,61:80,62:40,63:30,64:80,65:90,66:70,67:70"
4655,lhs,100,20,80,40,40,40,10,30,40,"60:20,61:80,62:40,63:40,64:40,65:10,66:30,67:40"
4656,lhs,100,20,90,30,30,0,40,70,10,"60:20,61:90,62:30,63:30,64:0,65:40,66:70,67:10"
4657,lhs,100,20,90,40,90,80,60,30,30,"60:20,61:90,62:40,63:90,64:80,65:60,66:30,67:30"
4658,lhs,100,20,90,50,40,40,80,80,20,"60:20,61:90,62:50,63:40,64:40,65:80,66:80,67:20"
4659,lhs,100,20,90,50,70,70,20,30,40,"60:20,61:90,62:50,63:70,64:70,65:20,66:30,67:40"
4660,lhs,100,20,90,60,40,0,60,10,60,"60:20,61:90,62:60,63:40,64:0,65:60,66:10,67:60"
4661,lhs,100,20,90,80,20,10,70,20,80,"60:20,61:90,62:80,63:20,64:10,65:70,66:20,67:80"
4662,lhs,100,20,100,0,40,70,10,20,10,"60:20,61:100,62:0,63:40,64:70,65:10,66:20,67:10"
4663,lhs,100,20,100,10,30,50,0,20,10,"60:20,61:100,62:10,63:30,64:50,65:0,66:20,67:10"
4664,lhs,100,20,100,20,80,40,50,40,80,"60:20,61:100,62:20,63:80,64:40,65:50,66:40,67:80"
4665,lhs,100,20,100,70,10,40,30,50,100,"60:20,61:100,62:70,63:10,64:40,65:30,66:50,67:100"
4666,lhs,100,20,100,80,80,20,70,10,50,"60:20,61:100,62:80,63:80,64:20,65:70,66:10,67:50"
4667,lhs,100,20,100,100,80,10,0,0,70,"60:20,61:100,62:100,63:80,64:10,65:0,66:0,67:70"
4668,lhs,100,30,0,0,10,100,0,60,100,"60:30,61:0,62:0,63:10,64:100,65:0,66:60,67:100"
4669,lhs,100,30,0,20,50,50,50,30,70,"60:30,61:0,62:20,63:50,64:50,65:50,66:30,67:70"
4670,lhs,100,30,0,20,100,30,60,10,80,"60:30,61:0,62:20,63:100,64:30,65:60,66:10,67:80"
4671,lhs,100,30,0,40,10,0,30,90,40,"60:30,61:0,62:40,63:10,64:0,65:30,66:90,67:40"
4672,lhs,100,30,0,40,40,50,20,40,20,"60:30,61:0,62:40,63:40,64:50,65:20,66:40,67:20"
4673,lhs,100,30,0,60,0,50,100,40,80,"60:30,61:0,62:60,63:0,64:50,65:100,66:40,67:80"
4674,lhs,100,30,0,60,30,30,70,40,80,"60:30,61:0,62:60,63:30,64:30,65:70,66:40,67:80"
4675,lhs,100,30,10,40,80,70,100,80,80,"60:30,61:10,62:40,63:80,64:70,65:100,66:80,67:80"
4676,lhs,100,30,10,60,30,0,80,20,40,"60:30,61:10,62:60,63:30,64:0,65:80,66:20,67:40"
4677,lhs,100,30,10,60,90,40,30,0,60,"60:30,61:10,62:60,63:90,64:40,65:30,66:0,67:60"
4678,lhs,100,30,10,80,0,60,100,90,100,"60:30,61:10,62:80,63:0,64:60,65:100,66:90,67:100"
4679,lhs,100,30,10,90,100,70,80,10,50,"60:30,61:10,62:90,63:100,64:70,65:80,66:10,67:50"
4680,lhs,100,30,20,40,30,100,0,50,90,"60:30,61:20,62:40,63:30,64:100,65:0,66:50,67:90"
4681,lhs,100,30,20,50,0,10,0,100,70,"60:30,61:20,62:50,63:0,64:10,65:0,66:100,67:70"
4682,lhs,100,30,20,50,10,90,100,100,50,"60:30,61:20,62:50,63:10,64:90,65:100,66:100,67:50"
4683,lhs,100,30,30,60,60,70,90,20,100,"60:30,61:30,62:60,63:60,64:70,65:90,66:20,67:100"
4684,lhs,100,30,30,60,100,50,60,10,0,"60:30,61:30,62:60,63:100,64:50,65:60,66:10,67:0"
4685,lhs,100,30,40,0,20,0,60,20,70,"60:30,61:40,62:0,63:20,64:0,65:60,66:20,67:70"
4686,lhs,100,30,40,30,40,70,10,60,100,"60:30,61:40,62:30,63:40,64:70,65:10,66:60,67:100"
4687,lhs,100,30,40,80,50,80,20,80,70,"60:30,61:40,62:80,63:50,64:80,65:20,66:80,67:70"
4688,lhs,100,30,50,0,40,50,50,0,80,"60:30,61:50,62:0,63:40,64:50,65:50,66:0,67:80"
4689,lhs,100,30,50,10,60,60,40,60,40,"60:30,61:50,62:10,63:60,64:60,65:40,66:60,67:40"
4690,lhs,100,30,50,50,40,100,70,10,30,"60:30,61:50,62:50,63:40,64:100,65:70,66:10,67:30"
4691,lhs,100,30,50,60,70,10,60,60,80,"60:30,61:50,62:60,63:70,64:10,65:60,66:60,67:80"
4692,lhs,100,30,60,30,50,70,70,60,100,"60:30,61:60,62:30,63:50,64:70,65:70,66:60,67:100"
4693,lhs,100,30,60,90,100,20,50,80,50,"60:30,61:60,62:90,63:100,64:20,65:50,66:80,67:50"
4694,lhs,100,30,60,100,90,30,40,90,70,"60:30,61:60,62:100,63:90,64:30,65:40,66:90,67:70"
4695,lhs,100,30,70,20,100,90,80,0,100,"60:30,61:70,62:20,63:100,64:90,65:80,66:0,67:100"
4696,lhs,100,30,70,50,40,40,20,10,80,"60:30,61:70,62:50,63:40,64:40,65:20,66:10,67:80"
4697,lhs,100,30,70,80,30,40,50,0,60,"60:30,61:70,62:80,63:30,64:40,65:50,66:0,67:60"
4698,lhs,100,30,70,100,90,90,50,30,50,"60:30,61:70,62:100,63:90,64:90,65:50,66:30,67:50"
4699,lhs,100,30,80,30,10,0,100,90,10,"60:30,61:80,62:30,63:10,64:0,65:100,66:90,67:10"
4700,lhs,100,30,80,60,0,50,30,60,10,"60:30,61:80,62:60,63:0,64:50,65:30,66:60,67:10"
4701,lhs,100,30,80,100,100,80,90,20,40,"60:30,61:80,62:100,63:100,64:80,65:90,66:20,67:40"
4702,lhs,100,30,90,10,30,90,70,0,30,"60:30,61:90,62:10,63:30,64:90,65:70,66:0,67:30"
4703,lhs,100,30,90,10,40,10,40,60,20,"60:30,61:90,62:10,63:40,64:10,65:40,66:60,67:20"
4704,lhs,100,30,90,10,50,20,50,90,10,"60:30,61:90,62:10,63:50,64:20,65:50,66:90,67:10"
4705,lhs,100,30,90,60,20,30,20,60,30,"60:30,61:90,62:60,63:20,64:30,65:20,66:60,67:30"
4706,lhs,100,30,90,70,60,30,80,70,50,"60:30,61:90,62:70,63:60,64:30,65:80,66:70,67:50"
4707,lhs,100,30,100,50,40,40,90,100,70,"60:30,61:100,62:50,63:40,64:40,65:90,66:100,67:70"
4708,lhs,100,30,100,90,100,30,100,60,30,"60:30,61:100,62:90,63:100,64:30,65:100,66:60,67:30"
4709,lhs,100,40,0,20,40,90,40,90,40,"60:40,61:0,62:20,63:40,64:90,65:40,66:90,67:40"
4710,lhs,100,40,0,40,40,80,60,40,70,"60:40,61:0,62:40,63:40,64:80,65:60,66:40,67:70"
4711,lhs,100,40,0,100,90,0,50,70,10,"60:40,61:0,62:100,63:90,64:0,65:50,66:70,67:10"
4712,lhs,100,40,10,10,50,20,30,10,30,"60:40,61:10,62:10,63:50,64:20,65:30,66:10,67:30"
4713,lhs,100,40,10,40,80,40,20,60,80,"60:40,61:10,62:40,63:80,64:40,65:20,66:60,67:80"
4714,lhs,100,40,10,100,20,40,10,50,100,"60:40,61:10,62:100,63:20,64:40,65:10,66:50,67:100"
4715,lhs,100,40,10,100,40,50,10,100,60,"60:40,61:10,62:100,63:40,64:50,65:10,66:100,67:60"
4716,lhs,100,40,20,0,50,40,0,0,100,"60:40,61:20,62:0,63:50,64:40,65:0,66:0,67:100"
4717,lhs,100,40,20,20,20,90,0,90,20,"60:40,61:20,62:20,63:20,64:90,65:0,66:90,67:20"
4718,lhs,100,40,20,30,10,90,0,60,80,"60:40,61:20,62:30,63:10,64:90,65:0,66:60,67:80"
4719,lhs,100,40,30,10,30,70,0,30,60,"60:40,61:30,62:10,63:30,64:70,65:0,66:30,67:60"
4720,lhs,100,40,30,20,10,70,10,40,80,"60:40,61:30,62:20,63:10,64:70,65:10,66:40,67:80"
4721,lhs,100,40,30,40,80,50,70,0,60,"60:40,61:30,62:40,63:80,64:50,65:70,66:0,67:60"
4722,lhs,100,40,30,60,90,0,50,0,10,"60:40,61:30,62:60,63:90,64:0,65:50,66:0,67:10"
4723,lhs,100,40,30,90,30,20,20,90,0,"60:40,61:30,62:90,63:30,64:20,65:20,66:90,67:0"
4724,lhs,100,40,40,20,60,60,70,80,100,"60:40,61:40,62:20,63:60,64:60,65:70,66:80,67:100"
4725,lhs,100,40,40,40,30,70,40,20,50,"60:40,61:40,62:40,63:30,64:70,65:40,66:20,67:50"
4726,lhs,100,40,40,40,40,40,50,80,80,"60:40,61:40,62:40,63:40,64:40,65:50,66:80,67:80"
4727,lhs,100,40,40,40,50,20,50,30,100,"60:40,61:40,62:40,63:50,64:20,65:50,66:30,67:100"
4728,lhs,100,40,40,90,70,40,10,100,20,"60:40,61:40,62:90,63:70,64:40,65:10,66:100,67:20"
